ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
15257,هو ألم حاد.,دة ألم حاد.,ألم حاد.,هاد وجع قوي.,ده ألم شديد.,هذا ألم حاد.,هو الم حاد.,وجع أوي.,هو الم حاد.,وجع بشع.,وجع قوي.,هو الم حاد.,هادا ألم صعيب.,الم قوي.,وجع كتير.,هو ألم حاد.,هو الم قوي.,إنه ألم حاد .,إنه ألم قوي.,راه وجع قاصح.,انه الم حاد.,بيوجع كثير .,وجع حاد.,وجيعة كبيرة.,الم حاد.,وجيعة صغيرة.
15259,الاسم غورو موتوياما. والرقم صفر تلاتة تلاتة تنين ستة واحد تنين أربعة تسعة خمسة.,الإسم جورو موتوياما. والرقم زيرو تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,الإسم هو غورو موكويامي. و الرقم هو صفر ثلاثة اثنان وثلاثون واحد وستون أربعة وعشرون خمسة عشر.,الإسم غورو موتوياما. والرقم صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,الاسم جورو موتوياما. والرقم زيرو تلاتة تلاتة اتنين ستة واحد اتنين اربعة تسعة خمسة.,الأسم غورو موتوياما. والرقم صفر تلاثة تلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة.,الاسم كورو موتوياما. والرقم صفر تلاثة تلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة.,الإسم هوي غورو موتوياما. والرأم هوي صفر تلاتة تلاتة تنان ستة واحد تنان أربعة تسعة خمسة.,اسمي قورو موتوياما. و الرقم هو صفر ثلاثة ثلاثة اثنين ستة واحد اثنين أربعة تسعه خمسة.,الإسم جورو موتوياما. والرقم زيرو تلاتة تلاتة اتنين ستة واحد اتنين اربعة تسعة خمسة.,الاسم هوة غورو موتوياما. والرقم هوة صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,الاسم قورو موتوياما. والرقم صفر ثلاثة ثلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة.,الاسم هو غورو موتوياما. والرقم هو صفر ثلاثة جوج اثنين ستة واحد جوج أربعة أربعة تسعة.,الاسمي قورو موتوياما. والرقم صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,الاسم جورو موتوياما. والرقم هو صفر تلاتة تلاتة تنين ستة واحد تنين أربعة تسعة خمسة.,الاسم جورو موتوياما. و الرقم صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,الاسم هو موغو موتوياما. والرقم هو صفر ثلاثي ثلاثي اثنين ستي ويحد اثنين اربعه تسعه خمسي.,الاسم هو جورو موتوياما . والرقم هو صفر ثلاثة ثلاثة اثنان ستة واحد اثنان أربعة تسعة خمسة .,الاسم هو غورو موتوياما. والرقم هو صفر ثلاثة ثلاثة اثنين ستة واحد اثنين أربعة أربعة تسعة.,السمية هي غورو موتوياما. والرقم هو زيرو تلاتة تلاتة جوج ستة واحد جوج ربعة تسعود خمسة.,الاسم غورو موتوياما. و الرقم هو صفر ثلاثة ثلاثة اثنين ستة واحد اثنين أربعة تسعة خمسة.,الاسم هو جورو موتوياما . و الرقم صفر ثلاثة ثلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة .,الاسم هو جورو موتوياما. والرقم هو صفر ثلاثه ثلاثه اثنين سته واحد اثنين اربعه تسعه خمسه.,اسمي غورو موتوياما. النومرو هو صفر ثلاثة ثنين و ثلاثين ستين و اربعة و عشرين خمسة و تسعين.,الاسم هو حورو موتوياما. و الرقم صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعه تسعه خمسه.,الاسم هو غورو موتوياما. ونومرو هو صفر تلاثة تلاثة ثنين ستة واحد ثنين أربعة تسعة خمسة.
15262,حاسس كتير مرضان.,أنا حاسس إنى تعبان جدا.,عندي وجع كبير في قلبي.,حاسس حالي كتير مريض.,انا حاسس نفسي عيان خالص.,دا احس كولش مريض.,انا كلش مريض.,أنا مريض كتير.,حسني مريض بكل.,أنا حاسس إني تعبان أوي.,حاسس حالي مرضان كتير.,واجد لايعة جبدي.,كنحس بلعيا بزاف.,احس اني تعبان مرة.,حاسس حالي كتير تعبان.,حاسس انى عيان جدا.,اشعر بمرض كثيغ.,أشعر بمرض شديد .,احس وايد مريض.,كنحس براسي مريض بزاف.,اشعر اني تعبان جدا.,حاص حالي كثير مريض .,بين احسن ان انا تاعب قوي.,قلبي يوجعني.,اني مريض هلبه.,نحس في روحي مريض برشة.
15274,"إيمت مواعيد عرض ""كوسيز لاف""؟","إيه مواعيد عرض "" كوسيز لاف""؟","وقتاش أوقات عرض ""كوسيز لوف""؟","شو أوقات العرض ل ""كوسيز لوف""؟","ايه اوقات عرض ""كوسيز لاف""؟","شني اوقات العرض مال ""كوسيز لاف""؟","يمته مواعيد عرض""كوسيز لاف""؟","شو أوءات عرض ""كوسيس لوف""؟","شن أوقات العرض ل""كوسيز لوف""؟","ايه مواعيد عرض ""كوسيز لوف""؟","شو أوقات العرض تبع ""كوسيز لوف""؟","شنو اوقات العرض مالت ""كوسيز لاف""؟","شنو هي أوقات العرض ل ""كوسيز لاف""؟","متى أوقات عرض ""كوسيز لاف""؟","شو أوقات عرض ""كوسيز لاف""؟","ما هي أوقات العرض ل""كوسيس لف""؟","ايمتي اوقات العر ض ال ""كوسيس لاف""؟","ما موعد عرض "" قصة حب كوسي "" ؟","ما هي أوقات العرض ل ""كوسيز لاف""؟","شنو وقت العرض ديال""كوسيز لوف""؟","وش هي أوقات العرض ل"" كوسيس لوف""؟","شو اوقات عرض ""كوسيز لاف""؟","ايش اوقات عرض ""كوسيز لف""؟","في اما وقت يقدم ""كوسيس لاف""؟","شن هي اوقات العرض لي ""كوسيس لاف""؟","شنوا الأوقات إلي باش يعديو فيهم ""كوسيس لف""؟"
15283,طيب. بدك قهوتك هلئ ولا بعدين؟,تمام. هتاخد قهوتك دلوقتى ولا بعدين؟,جيد، . تاخذ القهوة ديالك دوكا و لا ممبعد؟,تمام، بدك تشرب قهوتك هلأ والا بعدين؟,تمام . هتاخد قهوتك دلوقتي ولا بعدين؟,ماشي. تريد تاخذ الكهوه مالتك هسه لو بعدين؟,زين. تشرب كهوتك هسه لو بعدين؟,طيب. بدك أهوتك هلأ أو بعدين؟,تمام. تبي تأخذ قهوتك توا ولا بعدين؟,تمام. هاتخد قهوتك دلوفتي ولا بعدين؟,طيب. بتحب تشرب قهوتك هلأ ولا بعدين؟,اوكي. تبغي قهوتك الحين او بعدين؟,صافي. بغيتي القهوة ديالك دابا ولا من بعد؟,تمام. تبا قهوتك دحين ولا بعدين؟,طيب. بدك قهوتك هلأ ولا بعدين؟,كلو تمام. ح تاخد قهوتك أسى ول لاحقا؟,تمام. هل غاح تشغب قهوتك هسا لو بعدين؟,حسناً . هل ستحتسي القهوة الآن أم فيما بعد ؟,انزين. بيكون لديك القهوة الخاصة بك الآن أو في وقت لاحق؟,حسنا. واش تبغي القهوة ديالك دابا أو لا من بعد؟,طيب. بتشرب قهوتك الان ولا بعدين؟,تمام . بتحب توخد قهوتك هلا و لا بعدين؟,طيب. تشتي قهوتك الان او بعدين؟,هايل. تشرب قهوتك توة و الا من بعد؟,تمام. تبي تاخد قهوتك توا و الا بعدين؟,اوكي. تاخو قهوتك توا وإلى بعد؟
15292,قلي عن أقوى نادي ريغي بنيويورك.,قوللى نادى الموسيقى الشعبية الأكتر إثارة فى نيويورك.,قل لي شكون هو أهم نادي الريغي في نيويورك.,إحكيلي أسخن نادي ريغي في نيويوك.,فين اسخن نادي ريجيه في نيويورك.,كولي افضل نادي ريجي بنيويورك.,كلي منو انشط نادي ريكي بنيويورك.,إلي وين أأوى ملهى ريغيه بنيويورك.,قولي شن اسخن نادي ريغي في نيويورك.,قوللي إيه أجمد نادي ريجي في نيويورك.,دلني على أكتر نادي ريجيه حماسي بنيويورك.,شنو احسن نادي ريغي في نيويورك.,قل لي على اسخن نادي ريغي في نيويورك.,علمني عن افضل نادي جاميكي في نيو يورك.,احكيلي وين أحلى نادي ريغي في نيويورك.,وريني اسخن نادي ريقي في نيويورك.,قلي على احسن نادي ريغي بنيويورك.,دلني على أكثر نوادي موسيقى الريجاي إثارة في نيويورك .,قل لي اسخن نادي الريغي في نيويورك.,قل لي اشنو أشهر نادي دالريغي فنيويورك.,علمني افضل نادي ريغي في نيويورك.,احكيلي عن احسن نادي ريغي ب نيويورك.,قل لي اقوى نادي ريغغي في نيو يورك.,قلي شنوة فريق الريغي السخون في نيويورك.,قولي علي احسن ديسكو ريججي في نيويورك.,قولي على نادي متع ريقي تحفون في نيو يورك.
15295,بأي طريقة بيختلف منتجك عن منافسيك؟,إزاى المنتج بتاعك مختلف عن منافسينك؟,كيفاش يختلف المنتوج ديالكم على المنافسين؟,بأي شكل بختلف منتجكم عن اللي عند منافسينكم؟,باي طريقة المنتج بتاعك مختلف عن منافسيك؟,بشنو المنتج مالتك يختلف عن المنافسين الك؟,باي طريقة منتجكم مختلف عن المنتجات المنافسة؟,بشو بيختلف منتجكن عن المنتج المنافس؟,في بأي طريقة المنتج بتاعك يختلف عن منافسيك؟,المنتج بتاعك يختلف عن بقيت المنتجات اللي شبهه ف إيه؟,كيف بيتميز منتجك عن باقي المنتجات المنافسة؟,بأي شكل منتجك غير عن منافسينك؟,شنو هي الطريقة اللي كيختلف بيها منتوجك على المنافسين ديالك؟,بأي طريقة منتجك يختلف عن المنافسين؟,بشو بيختلف منتجك عن منتجات منافسينك؟,في ياتو طريقة منتجك مختلف من منافسينك؟,باي طريقه منتجاتك احسن من منافسيك؟,ما وجه الاختلاف بين منتجك ومنتج منافسيك ؟,ما هي الطريقة التي يختلف بها منتجك عن منافسيك؟,كيفاش المنتوجات ديالك مختالفة على دالمنافسين ديالك؟,من أي ناحية منتجك مختلف عن منافسينك؟,بأي طريقة بتختلف منتجاتك عن منافسيك؟,ب ايش من طريقه بيختلفين منتجاتكم عن المنافسين حقكم؟,شنوة يفرق منتوجك على المنافس؟,من اما ناحية البضاعة متاعك مختلفه علي المنافسين متاعك؟,من أما ناحية المنتوج متاعك يختلف على متع المنافسين متعك؟
15296,عادي إذا ما حدا عم بسمع لتعليمات الأمان؟,دة مقبول إن محدش بيسمع لتعليمات السلامة؟,اذا ميهمش باش كل واحد يسمع تعليمات السلامة؟,الوضع طبيعي إنه ما حدا عم بيسمع لتعليمات السلامة؟,هو ينفع ان مفيش حد يسمع لتعليمات الامان؟,عادي محد يسمع تعليمات السلامة؟,عادي انه محد يسمع لتعليمات السلامة؟,معليش إزا ما حدا سمع إرشادات الأمان؟,هل هو عادي ان مفش حد يسمع في إرشادات الأمان؟,هل ده عادي إن مفيش حد بيسمع لتنبيهات الأمان؟,عادي إنه ما حدا عم يسمع تعليمات الأمان؟,عادي ان محد قاعد يسمع ارشادات الأمان؟,واش من المقبول أنهحتى واحد مكيستمع لتعليمات السلامة؟,عادي محد يسمع لتعليمات الأمان؟,عادي انو ولا حدا عم يسمع لتعليمات الأمان؟,هل اوكي ان مافي زول بسمع تعليمات الأمان؟,هل اوكي انه ولا ويحد عيستمع لارشادات السلامي؟,هل من المقبول عدم اتباع أي شخص لتعليمات الأمن ؟,هل من المقبول أن محد يستمع إلى تعليمات السلامة؟,واش عادي حتى واحد ما يسمع لتعليمات السلامة؟,هل هو اوك ان ما فيه احد يسمع تعليمات السلامة؟,عادي انو ما حدا بسمع لتعليمات الامان؟,هل هو عادي انه محد بيسمع لتعليمات السلامه؟,ما فما حتى مشكل كان ما فما حتى حد يسمع نصايح السلامة؟,هل اوكي انه مافيش حد قاعد يسمع في تعليمات السلامه؟,ياخي نورمال حتى حد مقاعد يسمع فالنصائح متع الامن؟
15319,شارع خلفي خطر؟,هو الشارع الخلفى خطر؟,اذا الممر خطير؟,الشارع الخلفي خطير؟,هو الشارع الخلفي خطر؟,الطرق الخلفية خطرة؟,الشارع الخلفي خطر؟,الشارع الخلفي خطير؟,هل الشارع الوراني خطير؟,الشارع الخلفي خطر؟,الشوارع الورانية خطيرة؟,الشارع الخلفي خطر؟,واش اللور ديال الشارع خطير؟,الشارع الخلفي خطر؟,الشارع الخلفي خطر؟,هل طريق خلفي خطر؟,هل الشارع الخلفي خطر؟,هل الشوارع الخلفية خطر ؟,شارع خلفي خطير؟,واش هاد الزنقة خطيرة؟,هل الشارع الخلفي خطير؟,الشارع الخلفي خطر؟,هل الشارع الخلفي خطير؟,الزنقة مخطرة؟,الشارع الوراني امن؟,الشارع إلي من تالي يخوف؟
15320,نعم. إذا سمحت عميل الإجراءت الضرورية.,أيوة. لو سمحت خد الإجراءات الضرورية.,إيه. دير اللازم.,صح. لو سمحت خد الإجراء الضروري.,ايوة. لوسمحت خد الإجراء الضروري.,نعم. ارجوك اخذ الأجراء اللازم.,اي. رجاءا اتخذ الاجراءات اللازمة.,إي. إزا بتريد عمول التدابير اللازمة.,اها. لو سمحت خوذ الإجراءات الضرورية.,آه، خد الخطوات اللازمة من فضلك.,اي. رجاءً اتخذ الإجراء اللازم.,اي. لو سمحت اتخذ الاجراءات اللازمة.,نعمعافاك خود الإجراء اللازم.,أيوا. لو سمحت خذ الاجراءاة الضرورية.,أه. لو سمحت خود الاجراءات اللازمة.,نعم، من فضلك اخد الإجراء الضروري.,اي. رجاءا خذ الطريقة الضروري.,أجل . من فضلك اتخذ الإجراء الضروري .,نعم فعلا. يرجى اتخاذ الإجراء اللازم.,نعم. عافاك دير الاجراءات اللازمة.,ايه. لو سمحت خذ الإجراءات الضرورية.,اه . لو سمحت خذ الاجراءات الضرورية .,ايوة. لو سمحت اعمل الاجراءات اللازمه.,ايه. اعمل الواجب.,ايه. لو سمحت دير الإجراء الازم.,أي. يعيشك خوذ الإجراات اللازمة.
15323,نعم، بس واحد. إيمت رح أعرف؟ شلون رح يتم تعويضي؟,أيوة، واحد بس. إمتى هعرف؟ إزاى هيتم تعويضى؟,إيه. واحد برك. وقتاش نعرف؟ واش يكون عندي كمقابل؟,اه، بس واحد. متى راح أعرف؟ كيف راح أتعوض؟,ايوة، انا بس. إمتى هعرف؟ أنا هتعوض إزاي؟,نعم، بس واحد. شوكت اعرف. شلون راح اتعوض؟,اي، بس واحد. يمته راح ادري؟ وشلون راح اتعوض؟,إي، بس وحدة. أيمتا بعرف؟ كيف بتعوضولي؟,اها، وحدة بس. امتى حنعرف؟ هل حيتم تعويضي؟,آه، واحد بس. هاعرف إمتى؟ التعويض هايكون إزاي؟,اي، واحد بس. إيمتا بعرف؟ كيف رح يتم تعويضي؟,اي، بس واحد. متى بعرف؟ شلون بيتم تعويضي؟,نعم، غير وحدة. فوقاش غادي نعرف؟ كيفاش غيتم تعويضي؟,أيوا، بس واحد. متى حعرف؟ وكيف حتعوض؟,أه، بس واحد. ايمتا رح أعرف؟ وكيف رح يعوضوني؟,نعم، واحد بس. متين ح اعرف؟ كيف ح أكون اتعوضت؟,اي، ويحد بس. ايمتي غاح اعغف؟ اشون غاح يتم تعويضي؟,أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟,نعم، واحد فقط. متى سأعرف؟ كيف سيتم تعويضي؟,نعم، غير واحد. وقتاش غادي نعرف؟ كيفاش غادي نتعوض؟,ايه، واحد بس. متى بعرف؟ كيف سيتم تعويضي؟,اه، بس واحد . متى رح اعرف؟ كيف رح يتم تعويضي؟,ايوة، انا بس. ايحين شا ادرى؟ كيف با اتعوض؟,ايه، واحد برك. وقتاش نكون؟ شنوة قلت في المقابل؟,ايه، اني بس. امتى حنعرف؟ و كيف حنتعوض؟,أي، واحد كاهو. وقتاش باش نعلم؟ كيفاش باش تعوضني؟
15331,هي بطاقة هويتي.,بطاقة الهوية بتاعتى أهى.,هيليك بطاقة التعريف ديالي.,هي بطاقة الهوية تبعتي.,إتفضل البطاة بتعاتي.,هاي بطاقة الهويه مالتي.,هاي بطاقة هويتي.,هيدي تزكرتي.,هاك . بطاقة . الهوية بتاعي .,اتفضل البطاقة بتاعتي.,هي هويتي.,هذي بطاقة هويتي.,هادي البطاقة الوطنية ديالي.,دي بطاقة الهوية.,هي هويتي.,هنا بطاقتي التعريفية.,هوني البطاقه التعريفي مالتي.,هاهي بطاقة تحقيق الهوية الخاصة بي .,هأي بطاقتي الشخصية.,هاهي بطاقة الهوية ديالي.,هذي بطاقتي.,هي هويتي .,هيذا هاه هويتي.,اهي بطاقة التعريف متاعي.,اهي بطاقة التعريف متاعي.,هاذي بطاقة تعريفي.
15337,منفضل طاولة عالشباك.,إحنا نفضل ترابيزة جنب الشباك.,نفضلوا طاولة قريبة من الطاقة.,منفضل طاولة على الشباك.,إحنا بنفضل طربيزة جنب الشباك.,احنا نفضل طاولة يم الشباك.,نفضل طاولة يم الشباج.,منفضل طاولة حد الشباك.,نحنا نفضلو طاولة قريب من الروشن.,نفضل تربيزة جنب الشباك.,منفضل طاولة جنب الشباك.,نفضل طاولة على الدريشة.,كنفضلو طبلة قريبة للسرجم.,نبا طاولة جمب الشباك.,بنفضل طاولة على الشباك.,بنفضل طربيزة على الشباك.,احنه نفضل ميز على الشباك.,نفضل مائدة بجوار النافذة .,كنا نفضل طاولة مع النافذة.,كانفضلوا طاولة حدا النافذة.,نبغى طاولة جنب النافذة.,احنا بنفضل طاولة جنب الشباك .,احنا نفضل طاوله جمب الطاقه.,نحبوا طاولة بجنب البرسانة.,حني نفضلو طاوله بحدا الروشن.,نحبو طاولة فين شباك.
15347,إذا سمحت قلي اش أرخص طريقة للروحة ع سان فرانسيسكو.,لو سمحت تقوللى أرخص طريقة علشان أروح سان فرانسيسكو.,قولي كيفاش نروح لسان فرانسيسكو بأقل تكلفة.,لو سمحت إحكيلي أرخص طريقة للروحة على سان فرانسيسكو.,لو سمحت قولي ايه أرخص طريقة أروح بيها سان فرانسيسكو.,رجاءً كولي على ارخص طريقة اروح بيها لسان فرانسيسكو.,رجاءا كلي ارخص طريقة اروح بيها لسان فرانسيسكو.,إزا بتريد إلي شو أرخص طريئة تروح عسان فرانسيكو.,لو سمحت قولي ارخص طريقة نمشي بيها لسان فرانسسكو.,لو سمحت قوللي إيه أرخص طريقة أروح بيها سان فرانسيسكو.,رجاءً دلني على أرخص طريقة لروح على سان فرانسيسكو.,لو سمحت خبرني شنو ارخص طريقة حق اروح سان فرانسيسكو.,عافاك قل لي أرخص وسيلة باش نمشي لسان فرانسيسكو.,لو سمحت قلي ارخص طريقة اروح فيها لسان فرانسيسكو.,لو سمحت احكيلي شو أرخص طريقة عشان أروح على سان فرانسيسكو.,من فضلك وريني الطريقة الارخص للمشي لسان فرانسيسكو.,رجاءا قلي على اغخص طريق لسان فرانسيسكو.,من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .,من فضلك خبرني أرخص وسيلة للذهاب إلى سان فرانسيسكو.,عافاك قل لي أرخص طريقة باش نمشي لسان فرانسيسكو.,لو سمحت علمني ارخص طريقة للذهاب الى سان فرانسيسكو.,لو سمحت احكيلي عن ارخص طريقة حتى اروح على سان فرانسيسكو .,لو سمحت قل لي عن ارخص طريقه اسير بها ل سان فرانسيسكو.,قلي الرجوع الرخيص للمشيان لسان فرانسيسكو.,بالله قولي علي أرخص طريقة نمشي بيها لي سان فرانسيسكو.,أمان قلي على أرخص طريق باش نمشي ل سان فرانسيسكو.
15362,بتعرف المطعم، كيويا؟,تعرف مطعم، كيويا؟,اذا تعرف المطعم كييوكا؟,بتعرف المطعم، كيويا؟,تعرف المطعم، يا كيوايا؟,تعرف المعطم، كيويا؟,تعرف المطعم، كيويا؟,بتعرف المطعم اللي إسمو كيويا؟,تعرف المطعم، كيوايا؟,تعرف المطعم، يا كايويا؟,بتعرف المطعم، كيويا؟,تعرف المطعم، كيويا؟,واش كتعرف مطعم، كيويا؟,تعرف المطعم، كويويا؟,بتعرف المطعم، كيويا؟,هل بتعرف الكافيتيريا، كيويا؟,هل تعغف المطعم، كيويا؟,هل تعرف المطعم يا كيويا ؟,هل تعرف المطعم، كيويا؟,واش كاتعرف مطعم، كيوكا؟,تعرف المطعم، كيويا؟,بتعرف المطعم، كيويا؟,انت تعرف المطعم، كيويا؟,تعرف مطعم كيوكا؟,تعرف المطعم، كيويا؟,تعرفوا مطعم، كيويا؟
15378,ذهاب.,إتجاه واحد.,ذهاب فقط.,اتجاه واحد.,طريق رايح بس.,اتجاه واحد.,اتجاه واحد.,إتجاه واحد.,اتجاه واحد.,إتجاه واحد.,روحة.,اتجاه واحد.,اتجاه واحد.,اتجاه واحد.,اتجاه واحد.,اتجاه واحد.,اتجاه ويحد.,اتجاه واحد .,اتجاه واحد.,غير ذهاب.,ذهاب.,اتجاه واحد.,اتجاه واحد.,مشيان كهاو.,اتجاه واحد.,اتجاه واحد.
15380,رح أسمن قاعد هون عم باكل طول الوقت.,أنا هتخن بمجرد إنى أقعد هنا وآكل باستمرار.,دوك نسمان اذا بقيت ناكل هنا باستمرار.,راح أصير ناصح بس قاعد هون باكل دايما.,انا هتخن لو قعدت هنا اكل بمعدل ثابت.,راح اسمن بس كاعد هنا آكل طول الوقت.,راح اسمنمن الكعدة هنا والاكل.,رح إنصح إزا بضل آعد هون عم باكل كل الوأت.,حنسمن لو قعدت مقعمز هنا ناكل بشكل مستمر.,أنا هاتخن قاعد هنا باكل باستمرار وبس.,رح إسمن من الأعدة هون وكتر الأكل.,انا بمتن وانا قاعد هني بس آكل على طول.,غادي نولي غليظ الى بقيت غي جالس هنا وكناكل باستمرار.,انا حمتن وانا قاعد اكل بشكل مستمر.,رح أنصح وأنا قاعد هون بس باكل.,أنا ح ابقى سمين بس قاعد هنا أكل باستمرار.,انا غاح اسمن بس قيعد هوني واكل باستمرار.,سأصبح بديناً في حال ما ظللت جالساً هنا آكل باستمرار .,أنا باغي تحصل على الدهون بس اجلس هنا تناول الطعام باستمرار.,غادي نغلاظ إلا بقيت هنا جالس غير كاناكل.,بسمن بس لاني جالس هنا اكل باستمرار.,رح انصح بالقعدة و الاكل المستمر .,انا شا اسمن وانا جالس بين اكل هانا واصل.,تكبر بالقعدة هوني ناكل ديما.,اني حنسمن غير مقعمز هنايا و ناكل طول الوقت.,بش نسمن مدمني قاعدة ديمة ناكل.
15400,في شي نادي ليلي كويس فيه عرض فلامنكو؟,فى نايت كلاب كويس بعرض فلامنكو؟,اذا كاين نادي ليلي مليح بعروض فلامنكو؟,في ملهى ليلي كويس مع عرض فلامنكو؟,هو فيه نايت كلب كويس بيعرضو فيه رقصة الفلامنكو؟,اكو ملهى ليلي جيد بيه عرض فلامنكو؟,اكو نادي ليلي زين بي عرض فلامينكو؟,في شي ملهى ليلي منيح عندو عرض فلامنكو؟,هي في نادي ليلي كويس مع عرض فلامنكو؟,في نايت كلوب فيه فلامنكو شو؟,في نايت كلوب ظريف مع عرض فلامينكو؟,في نادي ليلي زين فيه عرض رقصة فلامينغو؟,واش كاين شي نادي ليلي مزيان فيه عرض الفلامنكو؟,فيه أي نادي كويس يعرض فيه رقصة الفلامنكو؟,في نادي ليلي منيح هون مع عرض فلامينغو؟,هل هناك نادي ليلى جيد مع عرض فلامنجو؟,هل اكو نادي ليلي مليح مع عرض الفلامينكو؟,هل يوجد ملهى ليلي جيد به عرض رقصة الفلامنكو ؟,هل هناك ناد ليلي جيد مع عرض الفلامنكو؟,واش كاين شي منادي ليلي زوين فيه عروض الفلامينكو؟,فيه محلات شاملة عندهم تخفضيات الان؟,في نادي ليلي منيح و فيه عرض فلامينكو؟,به هانا نادي ليلي حالي مع عرض الفلامينكو؟,فما بواتا باهية فيها عروض فلامينغو؟,هل في ديسكو كويس فيه عرض فلامينغو؟,فماش بوتا اب عرض فلامنجو؟
15419,هاد فستان حلو يلي لابستيه.,دة فستان حلو اللى إنتى لابساه.,الفستان اللي راكي لابستيه شباب.,هاد فستان حلو اللي لابستيه.,الفستان اللي غنتي لابساه جميل خالص.,هذا فستان جميل الي لابسته.,هاي البدلة حلوة اللابستها.,الفسان اللي لابستي حلو كتير.,هضا قفطان الي لابستيه.,الفستان اللي إنت لابساه حلو أوي.,الفستان يللي لابستيه حلو.,حلو فستانج.,هادي لباس زوين لابس.,مرة حلو اللبس اللي عليك.,الفستان يلي لابستيه حلو.,داك فستان جميل فيك.,هذا فستان حلو اللي ليبستو.,جميل الفستان التي ترتدينه .,هذا ثوب جميل الي عندك.,هاد الكسوة للي عندك زوينة.,هذا فستان جميل اللي عليك.,الفتسان كثير حلو .,الفستان اللي لابسه له حالي.,روبة سمحة الي لابستها.,القفطان الي لابستيه حلو.,روبة تحفونة إلي لبستها.
15431,إجري عم توجعني.,رجلى بتوجعنى.,عندي وجع في رجلي.,إنجرحت رجلي.,رجليا واجعاني.,اقدامي توجعني.,قدمي يأذيني.,إجري عم توجعني.,كراعي توجع.,رجلي بتوجعني.,رجليي عم يوجعوني.,رجلي تألمني.,رجلي كتضرني.,قدمي توجعني.,رجلي بتوجعني.,رجلي تؤلم.,غجلي عتاذيني.,قدمي تؤلمني .,رجلي تألمني.,رجلي كتضرني.,رجلي توجعني.,اجري بيوجعوني .,ارجلي بيوجعني.,ساقي توجعني.,رجليا يوجعو.,سقاية يوجعو.
15436,وين أقرب مغسلة؟,فين أقرب مغسلة؟,وين جاية المغسلة القريبة؟,وين أقرب مغسلة ملابس؟,فين أقرب مغسلة؟,وين اقرب غرفة غسيل؟,وين اقرب مغسلة الية؟,وين أأرب مصبغة؟,وين اقرب مغلسة الية؟,فين أقرب مغسلة هدوم عامة هنا؟,وين أقرب محل غسيل؟,وين اقرب مغسلة؟,فين أقرب غرفة غسيل؟,فين اقرب مغسلة؟,وين أقرب غرفة غسيل؟,وين أقرب مغسلة؟,وين اقغب غرفة غسيل؟,أين توجد أقرب مغسلة ؟,وين أقرب غرفة غسيل؟,فيناهي أقرب مصبنة؟,وين اقرب مغسلة؟,وين اقرب غرفة غسيل؟,اين اقرب غرفه غسيل؟,وين المغسلة القريبة؟,وين أقرب مغسله؟,وين أقرب غسالة يغسلوا فيها بلفلوس؟
15443,بتبدل محلات معي، إذا سمحت؟,ممكن تبدل الكراسى معايا، لو سمحت؟,تقدر تبدل المكان معايا، من فضلك؟,ممكن تبدل الكراسي معي، لو سمحت؟,ممكن تغير الكراسي معايا، لو سمحت؟,ممكن نتبادل المقاعد، رجاءً؟,تكدر تبدل مقعدك وياي، رجاءا؟,بتبدل معي بالمئاعد، إزا بتريد؟,تقدر تبدل مقاعد معايا، لو سمحت؟,ممكن تبدل الكراسي معايا، لو سمحت؟,ممكن تتبادل معي بالمقعد، لو سمحت؟,ممكن تغير كرسيك معاي، لو سمحت؟,ممكن تبادل معاي بالمقعد، عافك؟,ممكن تبدل القاعد معأيا، لو سمحت؟,بتقدر تبدل كرسيك معي، لو سمحت؟,ممكن تبدل المقاعد معاي، من فضلك؟,اتطيق تبدل مقاعد معاي، رجاءا؟,هل لك أن نبدل مقاعدنا من فضلك ؟,ممكن تغيير الكراسي معي، من فضلك؟,تقدر تبدل البلاصة معايا، عافاك؟,تقدر تبدل المقاعد معي، لو سمحت؟,بتقدر تغير الكراسي معي، لو سمحت؟,ممكن تغير مقعدك معي، لو سمحت؟,تنجم تبدل البلاصة معايا، يعيشك؟,تقدر تبدل كرسيك معاي، من فضلك؟,إتنجم اتبدل بلبلايص إماعاية  عيشك؟
