ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
18877,آخد بروشور؟,آخد بروشور؟,على منشور؟,آخد نشرة؟,اخد بانفليت؟,تنطيني كراسة؟,اخذ كراسة؟,آخد دليل؟,ناخذ نشرة؟,آخد نشرة؟,تعطيني بروشور؟,تعطيني منشور؟,على كتيب؟,اخذ كتيب؟,تعطيني بروشور؟,على دليل؟,على كتيب؟,سياحي ؟,على كتيب؟,على كتيب؟,على مطوية؟,اخذ بروشور؟,بروشور؟,ناخذ سفود؟,كتيب؟,ناخو بروشيور؟
18879,إذا سمحت.,تسعة، لو سمحت.,من فضلك.,تسعة، لو سمحت.,تسعة، لو سمحت.,بالتسعة، رجاءً.,بالتسعة، رجاءا.,تسعة، إزا بتريد.,لو سمحت.,لو سمحت.,لو سمحت.,التسع، لو سمحت.,التسعة، عافاك.,تسعة، لو سمحت.,التسعة، لو سمحت.,التاسعة، من فضلك.,بالتسعه، رجاءا.,، من فضلك .,تسع، من فضلك.,التسعود، عافاك.,تسعة، لو سمحت.,لو سمحت .,تسع، لو سمحت.,التسعة، يعيشك.,تسعه، من فضلك.,تسعة، يعيشك.
18906,بتريدني أقصو؟,تحب أقطعه إزاى؟,راك حاب نقطعهوملك؟,بدك إياني أقصه؟,عايزني اقطعهالك إزاي؟,تريدني اقطعها؟,تريدني اكصها؟,بدك ياني إصو؟,كيف تبيني نقطعها؟,عاوزني أقطعه إزاي؟,بدك اياني قصه؟,تبغيني اقصه؟,تبغيني نقطعو؟,تباني اقصه؟,بتحب أقطعلك ياه؟,دايرني اقطعه؟,تغيدني اقطعا؟,تريدني أن اقطعها ؟,تبغا مني اقطعه؟,كيفاش بغيتي نقطعو؟,تبغاني اقطعه؟,بتحب اني اقصه؟,تشتيني اقصه لك؟,كيفاش تحبني نقصهملك؟,كيف تبيني نقصه؟,تحبني نقصو؟
18912,غلط بالفاتورة.,فى الفاورة.,خطأ فالملاحظة.,خطأ بالفاتورة.,غلط في الفاتورة.,خطأ بالقائمة.,غلط بالوصل.,غلط بالفاتورة.,في الفاتورة.,في الفاتورة.,خطأ بالفاتورة.,غلط في الفاتورة.,غلط فالفاتورة.,في الفاتورة.,غلط بالفاتورة.,غلط في الفاتورة.,خطا بالفاتورة.,في الفاتورة .,في الفاتورة.,غلط فهاد الفاتورة.,في الفاتورة.,غلط بالفاتورة .,غلط بالفاتوره.,في العدد.,غلط في الفاتوره.,فل فاتورة.
18917,بكون تمام.,هيكون كويس.,برك، مليح.,بكون تمام.,هيبقى تمام.,كولش كافي.,يكون كافي.,بيكون منيح.,خل حيكون تمام.,حيكون كويس.,بس منيح.,وخل اوكي.,وغيكون مزيان.,خل حيكون كويس.,خل منيح.,ح يكون كويس.,غاح يكون كافي.,سيكون جيداَ .,على ما يرام.,الخل غايكونو مزيان.,خل بيكون جيد.,بيكون منيح .,وعيكون تمام.,خل، ولاباس.,بس حيكون كويس.,خل سافا.
18919,ياه. فيني أقترح هاد؟,بالظبط. ممكن أقترح دة؟,تحوس. نقدر نقترحلك هاذا؟,إياه. بقدر أقترح هاد؟,عايزه. ممكن اقنرح ده؟,ممكن اقترح هذا؟,تريده. ممكن اقترح هذا؟,بقدر إعرض عليك هيدا؟,نقدر نقترح هضا؟,ممكن أقترح عليك ده؟,اقترح هاد؟,ممكن اقترح هذي؟,ممكن نقترح هادا؟,ممكن اقترح عليك دا؟,بقدر أقترح هدا عليك؟,ممكن أقترح دا؟,ممكن اقترح هذا؟,هل لي أن اقترح ذلك ؟,لي أن أقترح هذا؟,نقدر نقتارح عليك هادا؟,هل تسمح اقترح هذا؟,بقدر اقترح عليك هاد؟,تشتيه. اقدر اقترح هذا؟,ونقترح عليك هذا؟,نقدر نقترح هدا؟,نجم نقترح هذا؟
18938,مع سكر.,بسكر.,بالسكر.,مع سكر.,بسكر.,حلوه.,وشكر.,مع سكر.,مع سكر.,بالسكر.,مع سكر.,مع سكر.,مع السكر.,مع سكر.,مع سكر.,بسكر.,مع الشكر.,بالسكر .,مع السكر.,بالسكر.,بالسكر.,سكر .,مع سكر.,بالسكر.,بالسكر.,مع سكر.
18948,أنا آسف. غلطت.,آسف. أنا عملت غلطة.,أوه، عفوا. طحت.,أنا آسف. غلطت.,اسف. أنا غلطت.,اني آسف. ارتكبت خطأ.,انا اسف. غلطت.,بعتزر. غلطت.,اسف. انا درت غلط.,آسف. أنا عملت غلطة.,أنا آسف. خربطت.,اوه، آسف. غلطت.,متأسف. درت غلط.,اوه، معليش. غلطت.,متأسف. غلطت.,انا آسف. عملت غلط.,انا اسف. اعملتو خطا.,انا آسف . لقد أخطأت .,أنا آسف. سويت غلط.,أنا أسف. غلطت .,انا اسف. أخطأت.,اسف . غلطت .,انا اسف. غلطت.,سامحني. غلط.,اني اسف. غلطت.,اسف. عملت غلطة.
18951,الدهبي باليابان؟,الدهبى فى اليابان؟,الذهب فاليابان؟,الأسبوع الدهبي باليابان؟,الأسبوع الذهبي في اليابان؟,ذهبي باليابان؟,بالاسبوع الذهبي باليايان؟,بالأسبوع الدهبي باليابان؟,ويك في اليابان؟,الأسبوع الدهبي في اليابان؟,بالاسبوع الدهبي باليابان؟,الذهبي في اليابان؟,بأسبوع ذهبي فاليابان؟,الذهبي في اليأبان؟,الدهبي في اليابان؟,قولدن ويك في اليابان؟,الاسبوع الذهبي باليابان؟,ذهبي في اليابان ؟,أسبوع الذهبي في اليابان؟,بأسبوع الذهب فاليابان؟,الذهبي في اليابان؟,الاسبوع الذهبي باليابان؟,الذهبي في اليابان؟,في اليابان؟,الدهبي في اليابان؟,ذهبية فل يابان؟
18957,لعنا إذا سمحت.,تعالى تانى.,الملتقى القريب.,إرجع مرة تانية.,ابقى تعالى تاني.,مره اخرى.,مرة ثانية.,تانية إزا بتريد.,رد مرة أخرى.,سمحت تعالا تاني.,ترجع مرة تانية.,نشوفك مرة ثانية.,مرة أخرى.,مرة تانية.,تعال كمان مرة.,تعال راجع تاني.,ارجع مره اللخ.,عاود مرة أخرى .,مره ثانية.,ارجع مرة أخرى.,تعال مجددا.,ثانية لو سمحت .,ارجع مره ثانيه.,الى اللقاء.,تعالى تاني.,مرة أخرى.
18963,محجوز كلو؟,على الآخر؟,دايمن معمر؟,الحجوزات مسكرة؟,محجوز بالكامل؟,محجوزه؟,محجوزه كلها؟,محجوز كلو؟,محجوز بالكامل؟,كله محجوز؟,كله محجوز؟,محجوزة كامل؟,محجوزة كلها؟,كلها محجوزة؟,كلو محجوز؟,محجوز كله؟,كلو محجوز؟,بالكامل ؟,محجوزة بالكامل؟,كلشي محجوز؟,محجوز بالكامل؟,كلو محجوز؟,محجوز بكله؟,معبي؟,كلها محجوزه؟,محجوزين كل؟
18974,محل بالبلد؟,مكان فى البلد؟,أي مكان فالبلد؟,مكان بالمدينة؟,مكان في البلد؟,مكان بالبلد؟,مكان بالبلد؟,مطرح بالبلد؟,مكان في البلاد؟,أي حتة في البلد؟,ما كان بالبلد؟,مكان في الدولة؟,فأي بلاصة فالبلاد؟,مكان في البلد؟,مكان في البلد؟,اي محل في البلد؟,باي مكان بالبلد؟,مكان من البلاد ؟,مكان في البلد؟,بلاصة بالبلاد؟,أي مكان بالبلد؟,مكان بالبلد؟,اي بقعه بالبلاد؟,اجي في البلاد؟,مكان في البلاد؟,يجي فل مدينة؟
18986,أدق من هون؟,كام من هنا؟,نتصل بيه منا؟,أحكي من هون؟,اتصل بيه من هنا؟,اتصل منا؟,اتصل منا؟,إطلب من هون؟,نكلم من هنا؟,أطلبه من هنا؟,اتصل فيه من هون؟,اتصل من هني؟,من هنا؟,عليه من هنا؟,اتصل من هون؟,عليه من هنا؟,اتصل من هوني؟,منه هنا ؟,اتصل من اهني؟,نتصل من هنا؟,عليه من هنا؟,ارن عليه من هون؟,اتصل له من هانا؟,نكلمه من هوني؟,نكلم من هنايا؟,نكلمو منا؟
19002,ديزني لاند؟,ديزنى لاند؟,نروحو لديزني لند؟,الديزني لاند؟,لديزني لاند؟,لديزني لاند؟,لدزني لاند؟,عديزني لاند؟,لديزني لاند؟,لديزني لاند؟,ديزني لاند؟,ديزني لاند؟,لديزني لاند؟,لديزني لاند؟,على ديزني لاند؟,لديزني لاند؟,لدزني لاند؟,ديزني لاند ؟,إلى ديزني لاند؟,لديزني لاند؟,لديزني لاند؟,لديزني لاند؟,ديزني لاند؟,نمشيو لديزني لاند؟,لي ديزني؟,ديزناي لاند؟
19005,بتظن؟,كدة؟,تظن؟,هيك؟,شايف كدة؟,تعتقد؟,هشي؟,رأيك؟,اعتقادك هكي؟,كدة؟,رأيك؟,تهقى؟,كتظن هادشي؟,تشوف كدا؟,هيك؟,بتعتقد كدا؟,تعتقد همين؟,ذلك ؟,تعتقد ذلك؟,كاتظن؟,تعتقد؟,رأيك؟,تعتقد؟,تتصور؟,تقول؟,تتصور؟
19007,المطعم الرئيسي؟,المطعم الرئيسى؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,الكافيتيريا الرئيسية؟,المطعم الرئيسي؟,المطعم الرئيسي ؟,المطعم الرئيسي؟,كاين المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,المطعم الرئيسي؟,رستو رئيسي؟
19009,مكالمة عاليابان.,مكالمة لليابان.,مكالمة لليابان.,مكالمة لليابان.,مكالمة لليابان.,مكالمة لليابان.,اتصل لليابان.,إتصل عاليابان.,مكالمة لليابان.,مكالمة لليابان.,مكالمة عاليابان.,في اليابان.,مكالمة لليابان.,اتصال لليأبان.,على اليابان.,مكالمة لليابان.,اتصال لليابان.,باليابان .,إلى اليابان.,اتصال لليابان.,اتصل باليابان.,على اليابان .,ل اليابان.,نكلم اليابان.,مكالمه لليابان.,لل يابان.
19036,طنعش . وينو؟,اتناشر. هو فين؟,دي اثناعشر. وين جاي؟,طنعش. وينه؟,اتناشر. فينه؟,اثنعش. وين هذا؟,اثنعش، وينه؟,طنعش. وين موجود؟,دي اطناش. وينه؟,اتناشر. هو فين؟,دي اطنعش. وينه؟,اثنعش. وينه؟,اثني عشر. فين هو؟,اثناعشر. فينه؟,اتناعش. وين هو؟,اتناشر. وين هو؟,دي ايدعش. وينو؟,. أين هو ؟,اثنا عشر. وين صاير؟,دي اطناش. فين جا؟,اثنى عشر. وينه؟,دي اطنعش. وينو؟,دي. اين هو؟,اثناش، وينو؟,دي طناش. وينه؟,نومرو بلاصتي. وينها؟
19037,إذا سمحت؟,من فضلك؟,من فضلك؟,لو سمحت؟,لو سمحت؟,هذا، رجاءً؟,هاذ، رجاءا؟,شو هيدا؟,لو سمحت؟,لو سمحت؟,لو سمحت؟,لو سمحت؟,هادا، عافاك؟,لو سمحت؟,لو سمحت؟,من فضلك؟,هذا، رجاءا؟,فضلك ؟,من فضلك؟,هادشي، عافاك؟,لو سمحت؟,لو سمحت؟,هذا، لوسمحت؟,هذا، يعيشك؟,من فضلك؟,هذا، يعيشك؟
19038,يلي ببالك؟,فى دماغك؟,راهو في راسك؟,حاطه بعقلك؟,في دماغك؟,نوع أبالك؟,نوع ببالك؟,حاطط ببالك؟,في بالك؟,في دماغك؟,حاطته ببالك؟,في بالك؟,كاين فبالك؟,في بالك؟,يلي ببالك؟,في بالك؟,اكو ببالك؟,في مخيلتك ؟,الي براسك؟,داير فبالك؟,في بالك؟,اللي ببالك؟,معك في راسك؟,عندك في مخك؟,في بالك؟,عندك في مخك؟
19045,عالتمانة بالتوقيت المحلي.,بالتوقيت المحلى.,الثامنة، الوقت المحلي.,تمنية بالوقت المحلي.,تمانية بالتوقيت المحلي.,ثمانية بالتوقيت المحلي.,بالثمانية بالتوقيت المحلي.,تمانة بالتوئيت المحلي.,الثانية بالتوقيت المحلي.,تمنية بالتوقيت المحلي.,تمانة عالتوقيت المحلي.,ثمان بالتوقيت المحلي.,فالثمنية بالتوقيت المحلي.,على الوقت المحلي.,التمنية بالتوقيت المحلي.,التامنة توقيت محلي.,بالثميني بالتوقيت المحلي.,حسب التوقيت المحلي .,ثمان بالتوقيت المحلي.,التمنية دالتوقيت المحلي.,ثمانية بالتوقيت المحلي.,الثمنية بالتوقيت المحلي .,ثمان بالتوقيت المحلي.,الثمنية، بالوقت المحلي.,تمانيه بالتوقيت المحلي.,مع ثمانية بوقتنا.
19050,سمحت اتصل فيني.,لو سمحت اتصل بيا.,حاجة، اتصل بيا.,لو سمحت إتصل في.,لو سمحت تواصل معايا.,رجاءً اتصل بيه.,رجاءا اتصل بيه.,بتريد اتصل بقدر.,لو سمحت تواصل معايا.,من فضلك اتصل بيا.,رجاءً تواصل معي.,كلمني لو سمحت.,اتصل بيا، عافاك.,كلمني باللهي.,سمحت تواصل معي.,من فضلك اتصل على.,رجاءا اتصل بي.,بي من فضلك .,اتصل فيني لو سمحت.,عافاك اتصل بيا.,لو سمحت كلمني.,معي لو سمحت .,لوسمحت اتواصل معي.,حاجة، كلمني.,من فضلك كلمني.,أمان كونتكتيني.
19057,خنزير وبيض؟,خنزير وبيض؟,الخنزير و البيض؟,خنزير وبيض؟,خنزير وبيض؟,خنزير وبيض؟,لحم وبيض؟,جامبون وبيض؟,خنزير و دحي؟,لحم الخنزير وبيض؟,هام وبيض؟,خنزير وبيض؟,لحم الخنزير والبيض؟,خنزير وبيض؟,و بيض؟,لحم الخنزير و بيض؟,لحم خنزير وبيض؟,لحم الخنزير والبيض ؟,الخنزير والبيض؟,الخنزير المقدد و البيض؟,خنزير و بيض؟,خنزير و بيض؟,لحم خنزير وبيض؟,و عضام؟,و دحي؟,لحم و عظم؟
19064,إذا سمحت.,من فضلك.,من فضلك.,لو سمحت.,لو سمحت.,بلية زحمة.,للتحلية، رجاءا.,إزا بتريد.,لو سمحت.,للحلو، لوسمحت.,لو سمحت.,لو سمحت.,للتحلية، عافاك.,لو سمحت.,لو سمحت.,من فضلك.,للتحليه، رجاءا.,من فضلك .,من فضلك.,للتحلية، عافاك.,لو سمحت.,لو سمحت .,لو سمحت.,للديسار، يعيشك.,من فضلك.,ديسار، يعيشك.
19068,سخنة منيح.,سخنة كفاية.,سخون بزاف.,سخنة كتير.,سخنة كفاية.,كولش حار.,حار كافي.,سخنة كفاية.,ساخنه كفاية.,مش كفاية.,سخنة زيادة.,حار كفاية.,مسخونش بزاف.,مرة حارة.,سخنة كتير.,ساخنة كفاية.,بما بينو الكفايه.,بالقدر الكافي .,حار كفاية.,سخون كفاية.,حار كفاية.,بشكل كافي .,حامي كفايه.,سخون برشا.,سخونه كفايه.,سخون برشة.
19085,تعمل هيك؟,أعمل دة؟,كيفاش نديرو؟,بنعمل هاد؟,ده بيتعمل؟,نسوي هذا؟,شلون تسويه؟,بيعلمو هيدا الشي؟,ندير هضا؟,إزاي تعمل ده؟,بعمل هيك؟,اسوي هالشي؟,ندير ها؟,اسوي داك؟,كيف نعملو؟,كيف اعمل داك؟,تعمل هذا؟,عمل ذلك ؟,كيف استخدمة؟,ليا كيفاش نديرو؟,اسوي ذاك؟,كيف اعمله؟,تفعل هذا؟,كيفاش نعمل؟,كيف انديره؟,يتعمل هذا؟
19094,عنوانك هون.,التواصل بتاعك هنا.,العنوان ديالك هنا.,عنوانك هون.,التواصل بتاعك هنا.,الاتصال مالتك هنا.,عنوانك هنا.,عنوانك هون.,عنوانك هنا.,الاتصال بتاعك هنا.,الاتصال تبعك هون.,الاتصال فيك هني.,عنوانك هنا.,التواصل حقك هنا.,عنوانك هون.,عنوانك هنا.,عنوانك هوني.,الاتصال بك هنا .,عنوانك اهني.,الاتصال ديالك هنا.,عنوانك هنا.,عنوانك هون .,عنوانك هانا.,متاعك هوني.,عنوانك هنايا.,أدريستك هوني.
19100,أستعمل فلاش؟,أستخدم فلاش؟,نستعمل الفلاش؟,أستخدم الفلاش؟,أستخدم فلاش؟,استعمل فلاش؟,استخدم فلاش؟,ضو الفلاش؟,نستعمل الفلاش؟,أستخدم فلاش؟,استعمل فلاش؟,استخدم فلاش؟,نستعمل الفلاش؟,استخدم فلاش؟,أستعمل الفلاش؟,استخدم فلاش؟,استخدم فلاش؟,إِشارة ضوئية ؟,استخدم الفلاش؟,نستعمل الفلاش؟,استخدم فلاش؟,استخدم الفلاش؟,استخدم الفلاش؟,نستعمل الفلاش؟,نستخدم فلاش؟,ل فلاش؟
19101,بكرة. رح يكونوا الصور جاهزات وقتها.,هجهز الصور فى الوقت دة.,نفس الساعة. التصاور يكونو وجدو.,راح أكون جهزت الصور بهداك الوقت.,الميعاد. هيبقى معايا الصور جاهزة ساعتها.,راح اكون مجهز الصور.,راح تكون الصور جاهزة بوقتها.,الوأت. بيكونو الصور جاهزين.,حيقعد الصور واتيات عندي وقتها.,بكرة. حجهزلك الصور في الوقت ده.,الوقت بكرا. بكونو الصور جاهزين.,الصور جهزت على ما تجي.,غادي يكونو التصاور واجدين فداك الوقت.,الساعة. حغلق الصور وقتها.,بكرا. بيكونو الصور جاهزين وقتها.,ح يكون عندي الصور جاهزة بذلك الوقت.,غاح اجهز الصور اللك بوقتا.,ستكون الصور جاهزة . قبل ذلك .,غدا. بتكون الصور جاهزة ذلك الحين.,غادي يكونو واجدين من هنا لتما.,بجهز الصور على ذاك الوقت.,. رح اكون مجهز الصور .,عيكونين الصور جاهزات لا هذاك الساع.,الوقت. تو تلقى التصاور حاضرين.,غدوه. الصور حيكونو واتيات.,غدوة. توا تلقى تصور حاضرين.
19103,تطلب من المنيو المسائي.,بس من منيو بالليل.,راهو مكتوب في قائمة الطلبات الليلية.,بس من القائمة المسائية.,من القايمة الليلية بس.,من قائمة الطلبلات الليلية.,بس من قائمة الليل.,من لايحة الأصناف الليلية.,الا من المينو الليلي.,من قائمة الليلة بس.,من المينو تبع المسا.,الا من منيو الليل.,من القائمة ديال هاد الليلة.,من القأئمة حقت الليل.,بس من المينيو الليلية.,فقط من المنيو الليلي.,المينيو مال الليل بس.,من قائمة الطعام الليلية .,فقط من القائمة اليلية.,غير داكشي اللي كاين فالقائمة دالليل.,قائمة الطعام الليلية فقط.,من منيو الليل .,من المنيو حق الليل.,المقيد في المني متاع الليل.,المينيو متاع الليل بس.,كان من مينو ليلة.
19113,ولا نقي؟,ولا منقى؟,أو منقى؟,ولا منقى؟,ولا منقى؟,لو نقي؟,لو نقي؟,أو نقي؟,لا نقي؟,ولا منقى؟,ولا منقى؟,او نقي؟,أولى نقي؟,ولا منقى؟,ولا منقى؟,ول نقي؟,لو نقي؟,رصاص ؟,أو نقي؟,لا نقي؟,أو منقى؟,لا نقي؟,والا منقى؟,ولا نقي؟,او صافي؟,غير نقي؟
19144,عم يوجعني.,صداع.,في راسي.,صداع.,عندي صداع.,صداع.,وجع راس.,عم يوجعني.,صداع.,صداع.,عم يوجعني.,صداع.,حريق الراس.,صداع.,بيوجعني.,صداع.,وجع غاس.,بصداع .,صداع.,كايضرني.,صداع.,صداع.,صداع.,في راسي.,صداع.,يوجع.
19147,صفر سبعة.,زيرو سبعة.,مئتين و سبعة.,صفر سبعة.,زيرو سبعة.,صفر سبعة.,وميتين وسبعة.,وميتان وسبعة.,صفر سبعة.,صفر سبعة.,اطنعش صفر سبعة.,وميتين وسبعة.,عشر صفر سبعة.,صفر سبعة.,اتناعش صفر سبعة.,صفر سبعة.,صفر سبعه.,عشر صفر سبعة .,عشر صفر سبعة.,اطناش زيرو سبعة.,عشر صفر سبعة.,صفر سبعه .,صفر سبعه.,متين و سبعة.,صفر سبعه.,حداش صفر سبعة.
19148,غير غرفة.,أوضة مختلفة.,غرفة أخرى.,غرفة تانية.,أوضة مختلفة.,غير غرفة.,غير غرفة.,غير أوضة.,دار مختلفة.,أوضة مختلفة.,غرفة غيرها.,غرفة ثانية.,غرفة مختلفة.,غرفة تانية.,غرفة مختلفة.,غرفة مختلفة.,غيغ غرفه.,أخرى .,غرفة مختلفة.,غرفة مختلفة.,غرفة مختلفة.,مختلفة .,غرفه ثانيه.,بيت اخرى.,دار تانيه.,بيت مختلفة.
19156,صالحة هالفيزا؟,كويسة لحد إمتى؟,صالحة هاذ التأشيرة؟,راح تضل شغالة؟,الفيزة دي كويسة؟,صالحة لشكد؟,شكد مدتها؟,بتخدم هالفيزا؟,هضي ماشية؟,لحد إمتى؟,هي الفيزا؟,شغالة هالتأشيرة؟,هاد التأشيرة مزيانة؟,دي الفيزا؟,هاي الفيزا؟,الفيزا دي جيدة؟,الفيزا صالحه؟,هذه الفيزا ؟,هذه التأشيرة صالحه؟,تبقى صالحة هاد الفيزا؟,الفيزا صالحة؟,هاي الفيزا؟,هذه صالحه؟,لوقتاش صالحة؟,الفيزا هادي؟,فيزا هذي؟
19162,مشفى هون؟,من هنا؟,من هاذ النواحي؟,من هون؟,من هنا؟,قريبة منا؟,قريبة منا؟,مستشفى أريب؟,مستشفى هنا؟,قريب من هنا؟,من هون؟,من هني؟,مستشفى هنا؟,من هنا؟,من هون؟,مستشفى حوالي هنا؟,مستشفى حولنا؟,من هنا ؟,مستشفى اهني؟,سبيطار هنا؟,قريب هنا؟,من هون؟,هانا قريب؟,من هوني؟,الجيهة هادي؟,سبيطار هوني؟
19170,طقم.,بدلة.,حاب بدلة.,بدلة.,عايز بدلة.,جناح.,بدلة.,بدلة.,بدلة.,جناح.,بدلة.,بدلة.,لبسة.,بدلة.,سويت.,بدلة.,بدلي.,بزة .,بدلة.,بدلة.,جناح.,بدلة .,بدله.,كسوة.,بدلة.,لبسة.
19196,عرض أكبر؟,عرض أكبر؟,عريضة كثر؟,عرض أكبر؟,اعرض شوية؟,عرض اكبر؟,عرض اكبر؟,واحد أعرض؟,عرض اكبر؟,حاجة أعرض؟,عرض أكبر؟,عرض اكبر؟,عريض كثر؟,شيء اعرض؟,عرض أكبر؟,عرض أكبر؟,عغض اكبغ؟,أوسع ؟,اعرض اكثر؟,عرض اكبر؟,عرض اكبر؟,عرض اكبر؟,عرض اكبر؟,ما أطول؟,عرض أكبر؟,ما أعرض؟
19215,أجرب تسعة؟,على تسعة؟,مقاس تسعة؟,الساعة تسعة؟,اقيس تسعة؟,رقم تسعة؟,قياس تسعة؟,جرب عالتسعة؟,على تسعه؟,على تسعة؟,قياس تسعة؟,مقاس تسعة؟,نحاول فالتسعة؟,على تسعة؟,على تسعة؟,أجرب تسعة؟,اجغب تسعه؟,مقاس تسعة .,على تسع؟,قياس تسعود؟,على تسعة؟,على التسعة؟,على التسعه؟,قياس تسعة؟,رقم تسعه؟,في تسعة؟
19217,ممتاز، إذا سمحت.,لذيذ، من فضلك.,جيد، من فضلك.,زاكي كتير، لو سمحت.,كويس، لو سمحت.,ريوك مرتب، رجائا.,ريوك رائع. رجاءا.,بئدم ترويئة كتير منيحة.,كويس بكل، لو سمحت.,فطار كويس، لو سمحت.,ظريف كتير، لو سمحت.,لذيذ، لو سمحت.,فطور زوينة، عافاك.,كويس، لو سمحت.,رائع، لو سمحت.,عظيم، من فضلك.,تغيوقه مليحه، رجاءا.,، من فضلك ؟,رائع، من فضلك.,فطور مزيان، عافاك.,رائع، لو سمحت.,بيجنن، لو سمحت .,حالي، لو سمحت.,فطور صباح باهي، يعيشك.,فطور مليح، من فضلك.,صباح طيارة، يعيشك.
19226,حديقة الحيوانات؟,جنينة الحيوانات؟,حديقة الحيوانات؟,حديقة الحيوانات؟,جنينة الحيوانات؟,حيقة الحيوانات؟,حديقة الحيوانظ؟,حديئة الحيوانات؟,حديقة الحيوانات؟,جنينة الحيوانات؟,حديقة الحيوانات؟,حديقة الحيوانات؟,ديال الحيوانات؟,حديقة الحيوانات؟,حديقة الحيوانات؟,حديقة الحيوان؟,حديقة الحيوان؟,الحيوان ؟,حديقة الحيوان؟,حديقة الحيوان؟,حديقة الحيوانات؟,حديقة الحيوانات؟,حديقه الحيوانات؟,حديقة الحيوانات؟,حديقة الحيوانات؟,حديقة حيوانات؟
19232,منون أكبر؟,منهم أكبر؟,من هاذا؟,أكبر منه؟,أكبر؟,شي اكبر؟,شي اكبر؟,أكبر؟,وحدات اكبر؟,أكبر منها؟,أكبر منهن؟,اكبر؟,حاجة كبيرة؟,حجم اكبر؟,أكبر؟,أكبر؟,وحدات اكبغ؟,أكبر ؟,وحده أكبر؟,حاجة اكبر؟,اكبر منها؟,اكبر؟,من هذلا؟,ولا أقل؟,وحدات أكبر؟,وحود كبار؟
19250,دولار وتمانين.,قصاد تمانين.,ثمانون سنتيم.,وتمانين سنت.,تمانين سنت.,ثمانين سنت.,وثمانين دولار.,وتمانين سنت.,باكز ثمانين.,تمانين سنت.,وتمانين سينت.,دولار وثمانين.,دولارات وثمانين.,وتمانين سنت.,و تمانين.,دولار تمنين.,وثمانين سنت.,سنتا .,دولار ثمانين.,تمانين سنت.,و ثمانين.,ثمانين .,و ثمانين.,وثمانين فرنك.,و تمانيه.,ثمانين فرنك.
19251,باليابان المركزية، بأوائل نيسان.,لكن فى وسط اليابان، بداية أبريل.,في وسط اليابان، في أوائل أفريل.,في اليابان، بأول أبريل.,في نص اليابان، من أول ابريل.,بس بوسط اليابان، بداية ابريل.,بوسط اليابان، بداية ابريل.,بوسط اليابان، بأوائل نيسان.,في وسط اليابان، بداية اربعه.,بس في وسط اليابان، أول إبريل.,بوسط اليابان، بأول نيسان.,وسط اليابان، بداية ابريل.,فالوسط ديال اليابان، فالاول ديال أبريل.,نص اليأبات، بدأية ابريل.,بوسط اليابان، أول ابريل.,في وسط اليابان، بداية أبريل.,لكن بمركز اليابان، كل نيسان.,"وسط اليابان , في أوائل أبريل .",في وسط اليابان، أوائل أبريل.,فوسط اليابان، بداية أبريل.,في وسط اليابان، بدايات ابريل.,اليابان، بشهر اربعة .,في وسط اليابان، بدايه ابريل.,وسط اليابان، اول افريل.,وسط اليابان، اول ابريل.,في وسط ليابان، أول آفريل.
19258,وفريت.,وبطاطس.,البطاطا المقلية.,وبطاطا مقلية.,بالجبنة وبطاطس.,وفنكر جبس.,وبتيتة .,وبطاطا مئلية.,بطاطا مقلية.,برجر وبطاطس.,وبطاطا.,وبطاطس.,وبطاطا مقلية.,برقر وبطاطس.,و بطاطا.,و مقليات.,بطاطا مقلي.,بالجبن ومقليات .,والبطاطا المقلية.,بطاطا مقلية.,و بطاطس.,بطاطا مقلية .,مع شبس.,برغر بالفريت.,بطاطا مقليه.,و فريت.
19269,ع آخر قطار.,على آخر قطر.,القطار الأخير.,القطار الأخير.,بالنسبة للقطر الاخير.,اخر قطار.,لاخر قطار.,يجي آخر ترين.,على اخر قطار.,على آخر قطر.,عآخر قطار.,بالنسبة حق القطار الأخير.,للطران الأخير.,لاخر قطار.,لأخر قطار.,لآخر قطر.,بالنسبه لاخر قطار.,في التأخر .,القطار الأخير.,على آخر قطار.,لاخر قطار.,قطار .,للقطار الاخير.,آخر ترينو.,القطار الاخير.,تران لخراني.
19281,عندي فراطة.,أى فكة.,صرف.,أي فكايك.,اي فكة.,اي خردة.,عندي خردة.,عندي فراطة.,أي رقاق.,أي فكة.,فراطة أبداً.,عندي خردة.,شي صرف.,عندي فكة.,عندي فراطة.,اي فكة.,اي صرافه.,صغيرة .,عندي فكة.,صرف.,عندي فكة.,عندي فكة.,عندي فكه.,عنديش صرف.,عنديش رقاق.,صرف.
